movie,year,rating,genre,runtime_min,imdb,metascore,votes
Children of Men,2006.0,R,"['Action', ' Drama', ' Sci-Fi']",109.0,7.9,84.0,499266.0
Infinite,2021.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",106.0,5.4,28.0,49941.0
The Tomorrow War,2021.0,PG-13,"['Action', ' Adventure', ' Drama']",138.0,6.5,45.0,203712.0
Star Trek: Enterprise,2001.0,PG,"['Action', ' Adventure', ' Drama']",60.0,7.5,,53515.0
Raised by Wolves,2020.0,NC-17,"['Drama', ' Fantasy', ' Sci-Fi']",,7.5,,78352.0
All of Us Are Dead,2022.0,NC-17,"['Action', ' Drama', ' Fantasy']",60.0,7.5,,48251.0
Doctor Who,1963.0,PG,"['Adventure', ' Drama', ' Family']",45.0,8.4,,37516.0
The Stand,2020.0,NC-17,"['Adventure', ' Drama', ' Fantasy']",510.0,5.6,,26544.0
Elemental,2023.0,,"['Animation', ' Adventure', ' Comedy']",,,,
Idiocracy,2006.0,R,"['Adventure', ' Comedy', ' Sci-Fi']",84.0,6.5,66.0,163841.0
The Martian,2015.0,PG-13,"['Adventure', ' Drama', ' Sci-Fi']",144.0,8.0,80.0,846480.0
The Invisible Man,2020.0,R,"['Drama', ' Horror', ' Mystery']",124.0,7.1,72.0,226336.0
Alice in Borderland,2020.0,NC-17,"['Action', ' Drama', ' Mystery']",50.0,7.6,,51557.0
Eureka,2006.0,PG-13,"['Adventure', ' Comedy', ' Drama']",60.0,7.9,,54001.0
Men in Black,1997.0,PG-13,"['Action', ' Adventure', ' Comedy']",98.0,7.3,71.0,566051.0
Venom: Let There Be Carnage,2021.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",97.0,5.9,49.0,220125.0
Alien: Covenant,2017.0,R,"['Horror', ' Sci-Fi', ' Thriller']",122.0,6.4,65.0,281128.0
Captain America: Civil War,2016.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",147.0,7.8,75.0,779329.0
Man of Steel,2013.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",143.0,7.1,55.0,765784.0
The 5th Wave,2016.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",112.0,5.2,33.0,109851.0
Megalopolis,,,"['Drama', ' Sci-Fi']",,,,
Borderlands,2022.0,,"['Action', ' Adventure', ' Comedy']",,,,
Sense8,2015.0,NC-17,"['Drama', ' Mystery', ' Sci-Fi']",60.0,8.2,,154215.0
Godzilla vs. Kong,2021.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",113.0,6.3,59.0,206442.0
Star Wars: Episode V - The Empire Strikes Back,1980.0,PG,"['Action', ' Adventure', ' Fantasy']",124.0,8.7,82.0,1280542.0
Resident Evil,2002.0,R,"['Action', ' Horror', ' Sci-Fi']",100.0,6.6,33.0,271553.0
Minority Report,2002.0,PG-13,"['Action', ' Crime', ' Mystery']",145.0,7.7,80.0,549801.0
The Meg,2018.0,PG-13,"['Action', ' Horror', ' Sci-Fi']",113.0,5.6,46.0,171394.0
The Flash,2023.0,,"['Action', ' Adventure', ' Fantasy']",,,,
Snowpiercer,2013.0,R,"['Action', ' Sci-Fi', ' Thriller']",126.0,7.1,84.0,360041.0
Secret Headquarters,2022.0,PG,"['Action', ' Adventure', ' Comedy']",104.0,5.0,47.0,4250.0
Black Clover,2017.0,PG,"['Animation', ' Action', ' Adventure']",24.0,8.3,,22825.0
The Maze Runner,2014.0,PG-13,"['Action', ' Mystery', ' Sci-Fi']",113.0,6.8,57.0,464973.0
Star Wars: Episode III - Revenge of the Sith,2005.0,PG-13,"['Action', ' Adventure', ' Fantasy']",140.0,7.6,68.0,786361.0
The Hunger Games: Catching Fire,2013.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",146.0,7.5,76.0,661975.0
The Amazing Spider-Man,2012.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",136.0,6.9,66.0,652989.0
In Time,2011.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",109.0,6.7,53.0,410704.0
10 Cloverfield Lane,2016.0,PG-13,"['Drama', ' Horror', ' Mystery']",103.0,7.2,76.0,326280.0
Solo: A Star Wars Story,2018.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",135.0,6.9,62.0,344150.0
Secret Invasion,2023.0,PG-13,"['Action', ' Adventure', ' Drama']",,,,
The Last Ship,2014.0,PG-13,"['Action', ' Drama', ' Sci-Fi']",60.0,7.4,,58829.0
Spider-Man 3,2007.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",139.0,6.3,59.0,587371.0
Life,2017.0,R,"['Horror', ' Sci-Fi', ' Thriller']",104.0,6.6,54.0,230760.0
Star Wars: Episode VI - Return of the Jedi,1983.0,PG,"['Action', ' Adventure', ' Fantasy']",131.0,8.3,58.0,1045553.0
Paper Girls,2022.0,NC-17,"['Adventure', ' Drama', ' Sci-Fi']",40.0,7.3,,9334.0
Alias,2001.0,PG-13,"['Action', ' Drama', ' Mystery']",42.0,7.6,,51003.0
Lost in Space,2018.0,PG,"['Adventure', ' Drama', ' Family']",60.0,7.3,,99337.0
Daredevil: Born Again,,,"['Action', ' Adventure', ' Crime']",,,,
The Time Traveler's Wife,2022.0,NC-17,"['Drama', ' Fantasy', ' Romance']",,7.7,,13853.0
The Butterfly Effect,2004.0,R,"['Drama', ' Sci-Fi', ' Thriller']",113.0,7.6,30.0,488387.0
Ghostbusters II,1989.0,PG,"['Action', ' Comedy', ' Fantasy']",108.0,6.6,56.0,207410.0
They Live,1988.0,R,"['Action', ' Horror', ' Sci-Fi']",94.0,7.2,55.0,130124.0
X-Men: First Class,2011.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",131.0,7.7,65.0,690738.0
11.22.63,2016.0,NC-17,"['Drama', ' Mystery', ' Romance']",60.0,8.1,,86258.0
Jurassic World: Fallen Kingdom,2018.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",128.0,6.1,51.0,315253.0
Starship Troopers,1997.0,R,"['Action', ' Adventure', ' Sci-Fi']",129.0,7.3,51.0,295572.0
Titane,2021.0,R,"['Drama', ' Horror', ' Sci-Fi']",108.0,6.6,75.0,44694.0
Knight Rider,1982.0,PG,"['Action', ' Crime', ' Drama']",46.0,6.9,,34630.0
Iron Man 2,2010.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",124.0,6.9,57.0,811701.0
Killer Klowns from Outer Space,1988.0,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",88.0,6.1,43.0,39096.0
Star Wars: Rebels,2014.0,G,"['Animation', ' Action', ' Adventure']",22.0,8.0,,43750.0
One Punch Man,2015.0,PG,"['Animation', ' Action', ' Comedy']",24.0,8.7,,156893.0
Into the Dark,2018.0,NC-17,"['Drama', ' Fantasy', ' Horror']",90.0,6.3,,4847.0
Legion,2017.0,NC-17,"['Action', ' Drama', ' Sci-Fi']",60.0,8.2,,91074.0
What If...?,2021.0,PG-13,"['Animation', ' Action', ' Adventure']",32.0,7.4,,112361.0
Scooby-Doo 2: Monsters Unleashed,2004.0,PG,"['Adventure', ' Comedy', ' Family']",93.0,5.1,34.0,57942.0
Green Lantern,2011.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",114.0,5.5,39.0,285219.0
Batman: The Animated Series,1992.0,PG,"['Animation', ' Action', ' Adventure']",23.0,9.0,,103329.0
Kingdom of the Planet of the Apes,2024.0,,"['Action', ' Sci-Fi']",,,,
Watchmen,2019.0,NC-17,"['Crime', ' Drama', ' Mystery']",527.0,8.2,,118609.0
Ad Astra,2019.0,PG-13,"['Adventure', ' Drama', ' Mystery']",123.0,6.5,80.0,234408.0
Star Wars: The Bad Batch,2021.0,PG,"['Animation', ' Action', ' Adventure']",,7.8,,32863.0
The Falcon and the Winter Soldier,2021.0,PG-13,"['Action', ' Adventure', ' Drama']",50.0,7.2,,216510.0
Spider-Man: Far from Home,2019.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",129.0,7.4,69.0,484823.0
Ninjago,2019.0,G,"['Animation', ' Action', ' Adventure']",11.0,8.0,,1158.0
Aquaman and the Lost Kingdom,2023.0,,"['Action', ' Adventure', ' Fantasy']",,,,
Stowaway,2021.0,NC-17,"['Adventure', ' Sci-Fi', ' Thriller']",116.0,5.6,63.0,46468.0
Aquaman,2018.0,PG-13,"['Action', ' Adventure', ' Fantasy']",143.0,6.8,55.0,468897.0
Escape Room,2019.0,PG-13,"['Action', ' Adventure', ' Horror']",99.0,6.4,48.0,122337.0
Army of the Dead,2021.0,R,"['Action', ' Crime', ' Horror']",148.0,5.7,57.0,171787.0
Captain America: The Winter Soldier,2014.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",136.0,7.8,70.0,838735.0
Glass,2019.0,PG-13,"['Drama', ' Horror', ' Sci-Fi']",129.0,6.6,43.0,242312.0
Despicable Me,2010.0,PG,"['Animation', ' Adventure', ' Comedy']",95.0,7.6,72.0,545457.0
The Wolverine,2013.0,PG-13,"['Action', ' Sci-Fi']",126.0,6.7,61.0,465898.0
Transformers: Rise of the Beasts,2023.0,,"['Action', ' Adventure', ' Sci-Fi']",,,,
Looper,2012.0,R,"['Action', ' Drama', ' Sci-Fi']",119.0,7.4,84.0,574582.0
WALL·E,2008.0,G,"['Animation', ' Adventure', ' Family']",98.0,8.4,95.0,1106633.0
Venom,2018.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",112.0,6.6,35.0,480397.0
TRON: Legacy,2010.0,PG,"['Action', ' Adventure', ' Sci-Fi']",125.0,6.8,49.0,337013.0
Soylent Green,1973.0,PG,"['Crime', ' Mystery', ' Sci-Fi']",97.0,7.0,66.0,65390.0
Hemlock Grove,2013.0,NC-17,"['Drama', ' Fantasy', ' Horror']",46.0,7.0,,40447.0
Madame Web,2023.0,,"['Action', ' Adventure', ' Sci-Fi']",,,,
The Lobster,2015.0,R,"['Drama', ' Romance', ' Sci-Fi']",119.0,7.1,82.0,255135.0
Frankenstein,1931.0,G,"['Drama', ' Horror', ' Sci-Fi']",70.0,7.8,91.0,72837.0
District 9,2009.0,R,"['Action', ' Sci-Fi', ' Thriller']",112.0,7.9,81.0,679573.0
Bird Box,2018.0,R,"['Horror', ' Mystery', ' Sci-Fi']",124.0,6.6,51.0,338454.0
The Predator,2018.0,R,"['Action', ' Adventure', ' Sci-Fi']",107.0,5.3,48.0,133785.0
Motherland: Fort Salem,2020.0,PG-13,"['Drama', ' Fantasy', ' Sci-Fi']",42.0,7.2,,16222.0
Batman & Robin,1997.0,PG-13,"['Action', ' Sci-Fi']",125.0,3.7,28.0,253868.0
Deep Impact,1998.0,PG-13,"['Action', ' Drama', ' Sci-Fi']",120.0,6.2,40.0,179093.0
The Adjustment Bureau,2011.0,PG-13,"['Romance', ' Sci-Fi', ' Thriller']",106.0,7.0,60.0,258166.0
Hulk,2003.0,PG-13,"['Action', ' Sci-Fi']",138.0,5.6,54.0,268394.0
2012,2009.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",158.0,5.8,49.0,377564.0
Tales of the Jedi,2022.0,PG,"['Animation', ' Short', ' Action']",15.0,,,
Passengers,2016.0,PG-13,"['Drama', ' Romance', ' Sci-Fi']",116.0,7.0,41.0,402943.0
Archive 81,2022.0,NC-17,"['Drama', ' Horror', ' Mystery']",60.0,7.3,,48856.0
Teenage Mutant Ninja Turtles,1990.0,PG,"['Action', ' Adventure', ' Comedy']",93.0,6.7,51.0,94643.0
Vanilla Sky,2001.0,R,"['Fantasy', ' Mystery', ' Romance']",136.0,6.9,45.0,267219.0
Star Wars: Episode II - Attack of the Clones,2002.0,PG,"['Action', ' Adventure', ' Fantasy']",142.0,6.6,54.0,706998.0
Cowboy Bebop,1998.0,PG-13,"['Animation', ' Action', ' Adventure']",24.0,8.9,,118533.0
Sonic the Hedgehog,2020.0,PG,"['Action', ' Adventure', ' Comedy']",99.0,6.5,47.0,138580.0
Megamind,2010.0,PG,"['Animation', ' Action', ' Comedy']",95.0,7.3,63.0,260883.0
Resident Evil: Welcome to Raccoon City,2021.0,R,"['Action', ' Horror', ' Sci-Fi']",107.0,5.2,44.0,52856.0
Warehouse 13,2009.0,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",43.0,7.6,,53625.0
Fantastic Four,2015.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100.0,4.3,27.0,167497.0
The Hunger Games: The Ballad of Songbirds and Snakes,2023.0,,"['Action', ' Adventure', ' Drama']",,,,
X-Men: The Last Stand,2006.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",104.0,6.6,58.0,516216.0
The Marvels,2023.0,,"['Action', ' Adventure', ' Fantasy']",,,,
I Am Groot,2022.0,PG,"['Animation', ' Short', ' Action']",4.0,6.7,,25054.0
Justice League,2017.0,PG-13,"['Action', ' Adventure', ' Fantasy']",120.0,6.1,45.0,450431.0
Gattaca,1997.0,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",106.0,7.8,64.0,304123.0
Captain America: New World Order,2024.0,,"['Action', ' Adventure', ' Sci-Fi']",,,,
Superman,1978.0,PG,"['Action', ' Adventure', ' Sci-Fi']",143.0,7.4,81.0,175163.0
Return to Halloweentown,2005.0,PG,"['Action', ' Comedy', ' Family']",88.0,5.3,,6802.0
Blade II,2002.0,R,"['Action', ' Horror', ' Sci-Fi']",117.0,6.7,52.0,218917.0
3rd Rock from the Sun,1996.0,PG,"['Comedy', ' Family', ' Sci-Fi']",60.0,7.8,,52580.0
The Return of the Living Dead,1985.0,R,"['Comedy', ' Horror', ' Sci-Fi']",91.0,7.3,66.0,61910.0
The OA,2016.0,NC-17,"['Drama', ' Fantasy', ' Mystery']",60.0,7.8,,104556.0
Chaos Walking,2021.0,PG-13,"['Action', ' Adventure', ' Fantasy']",109.0,5.7,38.0,48241.0
Maggie,2022.0,PG-13,"['Comedy', ' Sci-Fi']",30.0,7.2,,3085.0
Village of the Damned,1995.0,R,"['Horror', ' Sci-Fi', ' Thriller']",98.0,5.6,41.0,32123.0
The Day After Tomorrow,2004.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",124.0,6.4,47.0,447758.0
Cowboy Bebop,2021.0,NC-17,"['Action', ' Adventure', ' Comedy']",58.0,6.7,,39635.0
Limitless,2011.0,PG-13,"['Sci-Fi', ' Thriller']",105.0,7.4,59.0,571581.0
I Am Legend,2007.0,PG-13,"['Action', ' Drama', ' Sci-Fi']",101.0,7.2,65.0,753426.0
X2: X-Men United,2003.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",134.0,7.4,68.0,549264.0
Iron Man 3,2013.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",130.0,7.1,62.0,844125.0
Equilibrium,2002.0,R,"['Action', ' Drama', ' Sci-Fi']",107.0,7.3,33.0,330105.0
Spider-Man 2,2004.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",127.0,7.4,83.0,648849.0
Blade: Trinity,2004.0,R,"['Action', ' Horror', ' Sci-Fi']",113.0,5.8,38.0,178264.0
Cloverfield,2008.0,PG-13,"['Action', ' Horror', ' Sci-Fi']",85.0,7.0,64.0,398745.0
A Cure for Wellness,2016.0,R,"['Drama', ' Fantasy', ' Horror']",146.0,6.4,47.0,99028.0
Babylon 5,1993.0,PG,"['Action', ' Adventure', ' Drama']",45.0,8.4,,31718.0
Invasion,2021.0,NC-17,"['Drama', ' Fantasy', ' Sci-Fi']",60.0,6.0,,27242.0
Melancholia,2011.0,R,"['Drama', ' Sci-Fi']",135.0,7.1,80.0,183118.0
Signs,2002.0,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106.0,6.8,59.0,363097.0
Last Light,2022.0,NC-17,"['Drama', ' Sci-Fi', ' Thriller']",42.0,5.3,,1121.0
Total Recall,1990.0,R,"['Action', ' Adventure', ' Sci-Fi']",113.0,7.5,57.0,330404.0
Fantastic Four,2024.0,,"['Action', ' Adventure', ' Sci-Fi']",,,,
Blue Beetle,2023.0,,"['Action', ' Adventure', ' Sci-Fi']",,,,
Barbarella,1968.0,PG,"['Adventure', ' Comedy', ' Fantasy']",98.0,5.8,51.0,35160.0
After Yang,2021.0,PG,"['Drama', ' Sci-Fi']",96.0,6.7,78.0,12158.0
A.I. Artificial Intelligence,2001.0,PG-13,"['Drama', ' Sci-Fi']",146.0,7.2,65.0,307867.0
Lucy,2014.0,R,"['Action', ' Sci-Fi', ' Thriller']",89.0,6.4,61.0,494538.0
Spies in Disguise,2019.0,PG,"['Animation', ' Action', ' Adventure']",102.0,6.8,54.0,49247.0
Control,2022.0,R,['Sci-Fi'],90.0,4.1,,273.0
The New Mutants,2020.0,PG-13,"['Action', ' Horror', ' Mystery']",94.0,5.3,43.0,79073.0
Frankenweenie,2012.0,PG,"['Animation', ' Comedy', ' Drama']",87.0,6.9,74.0,108053.0
RoboCop,1987.0,R,"['Action', ' Crime', ' Sci-Fi']",102.0,7.6,70.0,258448.0
Jumper,2008.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",88.0,6.1,35.0,307243.0
Roswell,1999.0,PG-13,"['Drama', ' Mystery', ' Romance']",42.0,7.5,,29459.0
Face/Off,1997.0,R,"['Action', ' Crime', ' Sci-Fi']",138.0,7.3,82.0,377048.0
Made in Abyss,2017.0,PG-13,"['Animation', ' Action', ' Adventure']",325.0,8.4,,11009.0
Cloud Atlas,2012.0,R,"['Drama', ' Mystery', ' Sci-Fi']",172.0,7.4,55.0,362425.0
Possessor,2020.0,R,"['Horror', ' Mystery', ' Sci-Fi']",103.0,6.5,72.0,36144.0
Counterpart,2017.0,NC-17,"['Drama', ' Sci-Fi', ' Thriller']",60.0,8.0,,27411.0
Gravity,2013.0,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",91.0,7.7,96.0,822413.0
28 Weeks Later,2007.0,R,"['Action', ' Adventure', ' Horror']",100.0,6.9,78.0,276635.0
Minions,2015.0,PG,"['Animation', ' Adventure', ' Comedy']",91.0,6.4,56.0,238761.0
Ant-Man,2015.0,PG-13,"['Action', ' Adventure', ' Comedy']",117.0,7.3,64.0,660573.0
Vivarium,2019.0,R,"['Horror', ' Mystery', ' Sci-Fi']",97.0,5.8,64.0,59088.0
12 Monkeys,1995.0,R,"['Mystery', ' Sci-Fi', ' Thriller']",129.0,8.0,74.0,616302.0
Threads,1984.0,NC-17,"['Drama', ' Sci-Fi', ' Thriller']",110.0,8.0,92.0,15724.0
Regular Show,2009.0,PG,"['Animation', ' Action', ' Adventure']",23.0,8.5,,44821.0
The Last Man on Earth,2015.0,PG-13,"['Action', ' Comedy', ' Drama']",22.0,7.3,,59104.0
Land of the Lost,1974.0,G,"['Adventure', ' Family', ' Fantasy']",30.0,7.1,,2947.0
The Cell,2000.0,R,"['Crime', ' Horror', ' Sci-Fi']",107.0,6.4,40.0,103316.0
The Blob,1988.0,R,"['Horror', ' Sci-Fi', ' Thriller']",95.0,6.6,,38237.0
Glitch,2015.0,NC-17,"['Drama', ' Horror', ' Sci-Fi']",45.0,7.2,,18359.0
Source Code,2011.0,PG-13,"['Action', ' Drama', ' Mystery']",93.0,7.5,74.0,519400.0
Pacific Rim,2013.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",131.0,6.9,65.0,500897.0
Valerian and the City of a Thousand Planets,2017.0,PG-13,"['Action', ' Adventure', ' Fantasy']",136.0,6.4,51.0,181593.0
Independence Day: Resurgence,2016.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",120.0,5.2,32.0,179924.0
Rampage,2018.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",107.0,6.1,45.0,167870.0
Avengers: The Kang Dynasty,2025.0,,"['Action', ' Adventure', ' Sci-Fi']",,,,
Real Genius,1985.0,PG,"['Comedy', ' Romance', ' Sci-Fi']",108.0,6.9,71.0,34848.0
Ironheart,2023.0,,"['Action', ' Adventure', ' Drama']",,,,
Oblivion,2013.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",124.0,7.0,54.0,523205.0
Years and Years,2019.0,NC-17,"['Drama', ' Sci-Fi']",60.0,8.3,,29796.0
Planet of the Apes,2001.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",119.0,5.7,50.0,220323.0
Batman v Superman: Dawn of Justice,2016.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",152.0,6.4,44.0,695746.0
Lilo & Stitch,2024.0,,"['Action', ' Adventure', ' Comedy']",,,,
Back to the Future Part II,1989.0,PG,"['Adventure', ' Comedy', ' Sci-Fi']",108.0,7.8,57.0,529472.0
Piranha 3DD,2012.0,R,"['Comedy', ' Horror', ' Sci-Fi']",83.0,3.8,24.0,42891.0
Predestination,2014.0,R,"['Action', ' Drama', ' Sci-Fi']",97.0,7.4,69.0,282601.0
The Omega Man,1971.0,PG,"['Action', ' Drama', ' Sci-Fi']",98.0,6.4,56.0,31894.0
Kong: Skull Island,2017.0,PG-13,"['Action', ' Adventure', ' Fantasy']",118.0,6.6,62.0,318357.0
The World's End,2013.0,R,"['Action', ' Comedy', ' Sci-Fi']",109.0,6.9,81.0,282153.0
Contact,1997.0,PG,"['Drama', ' Mystery', ' Sci-Fi']",150.0,7.5,62.0,274850.0
WarGames,1983.0,PG,"['Action', ' Drama', ' Sci-Fi']",114.0,7.1,77.0,100825.0
Reminiscence,2021.0,PG-13,"['Mystery', ' Romance', ' Sci-Fi']",116.0,5.8,46.0,55510.0
Under the Dome,2013.0,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",43.0,6.5,,106667.0
Finch,2021.0,PG-13,"['Adventure', ' Drama', ' Sci-Fi']",115.0,6.9,57.0,81653.0
Underwater,2020.0,PG-13,"['Action', ' Horror', ' Sci-Fi']",95.0,5.8,48.0,82463.0
Iron Fist,2017.0,NC-17,"['Action', ' Adventure', ' Crime']",55.0,6.4,,130669.0
Mighty Morphin Power Rangers,1993.0,G,"['Action', ' Adventure', ' Family']",30.0,6.5,,22361.0
The Meg 2: The Trench,2023.0,,['Sci-Fi'],,,,
The Amazing Spider-Man 2,2014.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",142.0,6.6,53.0,495679.0
Family Matters,1989.0,G,"['Adventure', ' Comedy', ' Drama']",30.0,6.6,,27761.0
Mad Max,1979.0,R,"['Action', ' Adventure', ' Sci-Fi']",88.0,6.8,73.0,207860.0
Sunshine,2007.0,R,"['Sci-Fi', ' Thriller']",107.0,7.2,64.0,250914.0
Batman,1966.0,G,"['Action', ' Adventure', ' Comedy']",25.0,7.5,,23007.0
Dragon Ball Super,2015.0,PG,"['Animation', ' Action', ' Adventure']",24.0,8.3,,30234.0
Unbreakable,2000.0,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106.0,7.3,62.0,417296.0
Men in Black 3,2012.0,PG-13,"['Action', ' Adventure', ' Comedy']",106.0,6.8,58.0,362875.0
John Carter,2012.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",132.0,6.6,51.0,273092.0
Scanners,1981.0,R,"['Horror', ' Sci-Fi', ' Thriller']",103.0,6.7,60.0,55832.0
The League of Extraordinary Gentlemen,2003.0,PG-13,"['Action', ' Adventure', ' Fantasy']",110.0,5.8,30.0,176593.0
Star Trek Beyond,2016.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",122.0,7.0,68.0,246447.0
Galaxy Quest,1999.0,PG,"['Adventure', ' Comedy', ' Sci-Fi']",102.0,7.4,70.0,164502.0
Are You Afraid of the Dark?,1990.0,PG,"['Drama', ' Fantasy', ' Horror']",30.0,8.2,,15120.0
The Hunger Games: Mockingjay - Part 2,2015.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",137.0,6.5,65.0,325428.0
Henry Danger,2014.0,G,"['Action', ' Comedy', ' Family']",30.0,5.7,,5693.0
In from the Cold,2022.0,NC-17,"['Action', ' Crime', ' Drama']",42.0,6.2,,7688.0
War of the Worlds,2005.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116.0,6.5,73.0,448388.0
The Divergent Series: Insurgent,2015.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",119.0,6.2,42.0,238013.0
Batwoman,2019.0,PG-13,"['Action', ' Adventure', ' Crime']",45.0,3.4,,44010.0
Overlord,2015.0,NC-17,"['Animation', ' Action', ' Adventure']",30.0,7.7,,10132.0
Travelers,2016.0,NC-17,"['Drama', ' Mystery', ' Sci-Fi']",45.0,8.0,,56475.0
Dredd,2012.0,R,"['Action', ' Crime', ' Sci-Fi']",95.0,7.1,60.0,275465.0
Serenity,2005.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",119.0,7.8,74.0,296321.0
Invasion of the Body Snatchers,1978.0,PG,"['Horror', ' Sci-Fi']",115.0,7.4,75.0,61072.0
Stargate,1994.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116.0,7.0,42.0,191049.0
Close Encounters of the Third Kind,1977.0,PG,"['Drama', ' Sci-Fi']",138.0,7.6,90.0,202035.0
Jason X,2001.0,R,"['Action', ' Horror', ' Sci-Fi']",92.0,4.4,25.0,56837.0
Just Beyond,2021.0,PG,"['Comedy', ' Drama', ' Fantasy']",24.0,6.2,,1618.0
Falling Skies,2011.0,PG-13,"['Action', ' Adventure', ' Drama']",42.0,7.1,,89653.0
What Happened to Monday,2017.0,NC-17,"['Action', ' Crime', ' Fantasy']",123.0,6.8,47.0,123229.0
Alien³,1992.0,R,"['Action', ' Horror', ' Sci-Fi']",114.0,6.4,59.0,300238.0
Red Dwarf,1988.0,PG-13,"['Comedy', ' Sci-Fi']",30.0,8.4,,35157.0
The Iron Giant,1999.0,PG,"['Animation', ' Action', ' Adventure']",86.0,8.1,85.0,196008.0
Transformers: The Last Knight,2017.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",154.0,5.2,27.0,151718.0
Neon Genesis Evangelion,1995.0,NC-17,"['Animation', ' Action', ' Drama']",24.0,8.5,,69167.0
Bill & Ted's Excellent Adventure,1989.0,PG,"['Adventure', ' Comedy', ' Music']",90.0,6.9,50.0,131581.0
The Man Who Fell to Earth,2022.0,NC-17,['Sci-Fi'],60.0,7.2,,7794.0
The Lost World: Jurassic Park,1997.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",129.0,6.5,59.0,417464.0
The Stand,1994.0,NR,"['Adventure', ' Drama', ' Fantasy']",361.0,7.1,,36192.0
The Midwich Cuckoos,2022.0,,"['Drama', ' Horror', ' Mystery']",50.0,6.6,,3053.0
Power Rangers Dino Fury,2021.0,G,"['Action', ' Adventure', ' Comedy']",21.0,6.8,,582.0
Fantastic Four,2005.0,PG-13,"['Action', ' Adventure', ' Fantasy']",106.0,5.7,40.0,330297.0
Kraven the Hunter,2023.0,,"['Action', ' Adventure', ' Sci-Fi']",,,,
Moon,2009.0,R,"['Drama', ' Mystery', ' Sci-Fi']",97.0,7.8,67.0,358820.0
Terminator Genisys,2015.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",126.0,6.3,38.0,278034.0
Farscape,1999.0,PG-13,"['Action', ' Adventure', ' Drama']",50.0,8.3,,37295.0
Slither,2006.0,R,"['Comedy', ' Horror', ' Sci-Fi']",95.0,6.5,69.0,82689.0
Kenobi: A Star Wars Story,2019.0,,"['Short', ' Action', ' Adventure']",19.0,7.1,,4662.0
Inside Job,2021.0,NC-17,"['Animation', ' Comedy', ' Fantasy']",30.0,7.6,,17964.0
Misfits,2009.0,NC-17,"['Comedy', ' Drama', ' Fantasy']",60.0,8.2,,101377.0
Lovecraft Country,2020.0,NC-17,"['Drama', ' Fantasy', ' Horror']",60.0,7.1,,41597.0
The Defenders,2017.0,NC-17,"['Action', ' Adventure', ' Crime']",50.0,7.2,,107352.0
The Last of Us,2013.0,PG-13,"['Action', ' Adventure', ' Drama']",,9.7,,61601.0
